TotalSF,OverallQual,YearBuilt,YearRemodAdd,GrLivArea,LotArea,KitchenQual_2,BsmtUnfSF,BsmtFinSF1,CentralAir_1,SalePrice
1728,5,1922,1950,864,4060,0,864,0,1,11.511934974596555
2422,7,2005,2005,1166,9587,1,201,655,1,12.154784614286667
2568,6,1969,1969,1054,9750,0,14,602,1,11.92504173829169
3018,6,1999,1999,1675,24682,0,841,0,1,12.10625783509458
2438,5,1956,1956,1050,9600,0,546,504,1,11.766799946849087
3196,4,1957,1989,1788,11250,0,1104,0,1,11.992266613576142
3108,6,1919,1950,1824,13515,0,764,0,1,12.103491596905931
3253,6,1998,1999,1337,4060,1,1139,266,1,12.10625783509458
2649,7,1999,1999,1452,3735,1,241,450,1,12.12215284831553
3122,7,1910,1950,1889,10120,0,925,0,0,11.711784520403112
4766,9,2008,2009,2018,13214,1,2002,0,1,12.843973993864076
5189,8,1935,1997,3447,14100,1,536,192,1,12.850557278777309
2713,5,1958,1958,1524,11344,0,414,460,1,11.87757552297847
3442,7,1979,1979,1524,23595,1,74,1258,1,12.468440756144114
3440,6,1968,1968,1489,9156,1,1489,0,1,12.132162346145595
2158,5,1965,1965,935,13526,0,0,560,1,11.827743504053695
2688,6,1959,2006,1357,11512,1,300,719,1,12.083910661257521
2463,5,1910,2003,1250,5362,0,661,0,1,11.842236406331555
3248,5,1948,1950,1920,11345,0,708,220,1,11.827743504053695
2615,6,1972,1972,1395,12936,0,130,593,1,11.995357787034976
3884,6,1967,1976,1724,17871,0,1152,528,1,12.19552218463499
3736,8,2002,2002,2031,9473,1,324,804,1,12.37581963951765
2354,4,1920,1950,1128,7500,0,698,0,1,11.133142723386813
3690,7,2002,2002,1573,9808,1,785,788,1,12.33270970174018
3132,7,1990,1990,1339,8049,0,256,1053,1,12.100717685412471
2564,5,1977,2008,1040,8800,1,364,532,1,11.921725007667265
2736,6,1971,1971,1824,9400,0,912,0,1,11.842236406331555
3587,6,1919,1990,2447,9638,1,804,0,1,12.037659911047468
2472,6,1939,1950,1412,6000,0,780,0,1,11.794345471549745
3184,6,1963,1963,1328,9790,0,678,569,1,11.870606902224587
3596,5,1964,1964,1582,36500,0,812,812,1,12.154784614286667
3659,8,2000,2000,1659,5664,1,343,1158,1,12.535379989788607
3808,8,2006,2006,1970,11065,1,1085,0,1,12.546113507028412
2788,5,1964,1964,1152,14112,0,138,1014,1,12.103491596905931
2196,5,1972,1972,1302,1680,0,399,231,1,11.691080018519527
3798,5,1892,1965,2372,6600,0,994,0,0,11.58525542883217
3024,7,1976,1976,1664,10140,0,638,194,1,12.000897933306716
2300,5,1955,1990,864,8172,0,697,167,1,11.652696102959753
2392,5,1968,1968,1052,8400,0,36,1016,1,11.83863282480007
2773,5,1963,1963,1128,8700,0,344,776,1,11.951186847493476
2144,6,2005,2006,1072,3675,0,0,547,1,11.849404844423074
13170,10,2008,2008,5642,63887,1,466,5644,1,11.982935344196433
2797,5,1959,1994,1246,7500,1,0,340,1,11.944714374881176
3451,7,1999,1999,1983,10762,1,284,694,1,12.323860125621126
2478,6,1942,1950,1494,7500,1,224,547,1,12.086731521684555
4535,8,1994,1994,2526,10120,1,425,740,1,12.577639650232573
4066,7,2005,2005,1616,8688,1,1616,0,1,12.354496960983985
3064,7,2004,2004,1708,3363,1,976,0,1,11.775297421715827
4144,9,2006,2007,1652,13173,1,80,1572,1,12.691583538230217
3210,7,2005,2006,1368,6955,1,1368,0,1,12.218500103788143
2460,5,1994,1995,990,8072,0,244,746,1,11.835016210489899
2574,5,1948,2005,1122,12000,1,172,144,1,11.898194668458823
3068,6,1991,1991,1294,7153,1,78,1200,1,12.09626335986454
4371,7,1959,2002,1902,17500,1,496,1406,1,12.721888795877375
3056,7,2005,2007,1274,8814,1,349,925,1,12.220966184120165
5013,8,1990,1990,2810,9572,1,971,482,1,12.618185607609803
4771,9,1999,1999,2599,14774,1,1393,0,1,12.716405147731708
2176,4,1954,1954,948,8190,0,216,732,1,11.686887175419702
3640,6,1969,1969,2112,11075,0,176,500,1,12.239995696974733
4112,8,2008,2008,1630,10226,1,1622,0,1,12.596403811053621
3170,7,2006,2007,1352,4230,1,1352,0,1,12.249615734512616
4288,8,2001,2002,1787,14781,1,1753,0,1,12.524530013005734
2060,4,1954,1954,948,10215,0,372,492,1,11.6172944892629
3398,6,1957,1957,1478,8400,0,628,189,1,11.960817678718287
1007,3,1949,1950,720,6627,0,0,0,0,11.19135563385109
3237,7,1992,1992,1923,10186,1,76,674,1,12.154784614286667
1128,4,1940,1950,708,5330,0,140,280,1,11.320565693461432
4485,8,2006,2007,1795,9986,1,1795,0,1,11.898194668458823
1592,4,1922,1950,796,3636,0,796,0,0,10.915106645867503
1318,3,1931,2006,774,4270,1,0,544,1,11.277215789596893
1896,5,1982,2008,816,6600,1,175,641,1,11.779136168550774
4822,6,1920,1950,2792,10440,0,1017,493,1,12.45293662970407
3029,7,1998,1998,1632,9084,0,935,0,1,12.081081821061819
4001,8,2006,2006,1588,10000,1,1588,0,1,12.33270970174018
2441,5,1976,1976,954,10780,0,428,483,1,11.794345471549745
1920,4,1938,1958,816,8877,0,126,690,1,11.51293546492023
2460,5,1938,1995,1360,7200,1,803,0,1,11.74006900564972
2570,5,1970,1970,1365,2368,0,0,765,1,11.736077016252437
3314,6,1977,1977,1334,9650,0,664,686,1,12.031129798974042
3818,5,1973,1973,1656,9246,0,1656,0,1,11.813037464800539
1386,4,1941,1950,693,4118,0,693,0,0,10.868587496017359
3269,7,2002,2002,1861,13450,1,216,700,1,12.206077645517674
2016,5,1972,1972,864,9560,0,504,360,1,11.763691965388299
2210,4,1971,1971,872,8294,0,858,0,1,11.719947764402807
2804,6,2003,2004,1114,13695,1,300,814,1,11.951186847493476
4100,8,2002,2002,2169,9375,1,1284,0,1,12.339295865674435
3151,6,1928,1950,1913,7558,0,896,0,1,12.083910661257521
2624,7,2006,2006,1456,11103,1,728,0,1,11.95655945119582
2228,4,1920,1950,960,6000,0,710,250,1,11.59451466851004
4232,7,1968,2003,2156,20781,0,1203,297,1,12.47801017053037
4220,8,2006,2007,1776,15306,1,1652,80,1,12.554840409959793
3490,7,1998,1998,1494,16196,1,39,1443,1,12.278397958261774
2837,8,1872,1987,2358,5250,0,425,259,0,11.711784520403112
4850,5,1969,1969,2634,11643,0,748,500,1,12.206077645517674
3064,6,1962,1962,1716,9247,0,539,319,1,12.049424683420915
2498,6,1937,2000,1176,6000,0,698,0,1,11.812296455066814
5937,8,1995,1996,3238,14720,1,1217,816,1,12.923914877701906
3696,7,2000,2000,1865,10316,1,257,735,1,12.367345048436391
2977,7,1968,1992,1920,10192,1,570,0,1,12.04355959836804
2020,5,1966,1966,892,9477,0,524,340,1,11.608244735642321
2656,5,1971,2008,1078,12537,0,344,734,1,11.917730355182513
2769,6,2000,2000,1573,2117,1,378,378,1,12.086731521684555
4730,9,2004,2005,1980,16737,1,533,1447,1,12.660331092405906
3834,5,1921,1998,2601,9842,0,612,0,1,12.149507585033072
3490,7,2005,2005,1530,16158,1,256,1274,1,12.468440756144114
2821,4,1920,2007,1738,12513,0,715,0,1,11.560772327227417
2460,6,2006,2007,1412,8499,1,616,0,1,11.963574241653713
2200,7,2005,2005,1200,3180,1,600,0,1,11.878630514504515
3151,7,2000,2000,1674,7500,1,281,533,1,12.283038316285214
3251,7,1999,1999,1790,9179,1,240,633,1,12.170450649220749
2568,5,1977,1977,1475,2665,0,36,548,1,11.751950239425476
2116,6,2003,2004,848,4435,1,163,685,1,11.87757552297847
3827,8,2003,2003,1668,10635,1,315,370,1,12.354496960983985
2552,4,1920,1950,1374,5400,0,420,315,1,11.561725152903833
3030,6,1955,1996,1661,9600,1,161,831,1,12.016732516077072
3788,7,1998,1998,2097,9750,1,133,975,1,12.521981322562505
6070,10,2001,2002,2633,11400,1,1351,1282,1,13.05301544288996
3920,7,2005,2005,1958,10625,1,1026,0,1,12.429220196836383
3864,8,2007,2007,1571,10991,1,1571,0,1,12.384223015005313
1718,6,1930,1950,790,6292,0,384,384,0,11.418625774449598
3248,5,1941,1960,1604,10998,0,156,408,1,11.669937760751914
1734,6,1973,1973,987,1953,0,174,309,1,11.326607934898927
2178,5,2006,2007,1394,9735,1,384,0,1,12.02874460037869
1928,3,1914,1950,864,8212,0,661,203,0,10.97679912709094
3872,6,1970,1970,2117,12925,0,340,865,1,12.377927112974284
2934,7,1920,1950,1762,7200,1,596,0,1,11.964007453736912
2808,5,1918,2007,1416,25339,1,816,0,1,11.626263078808801
2098,6,1939,1950,1258,9060,0,356,204,1,11.561725152903833
2190,4,1922,2007,1154,5436,1,61,735,1,11.74006900564972
4740,7,1978,1978,2784,16692,1,133,790,1,12.429220196836383
3456,6,1916,1950,2526,8520,1,0,168,0,11.820417517632333
4250,9,2006,2007,1746,14892,1,426,1320,1,12.84132849667433
2393,6,1941,1950,1218,6000,0,360,375,1,11.782960235741939
3591,7,2000,2000,1525,9100,1,125,1400,1,12.367345048436391
3960,5,1967,1967,1584,8944,0,1584,0,1,11.728044909070785
2052,5,1967,1967,900,7838,0,95,769,1,11.719947764402807
3066,6,1905,2000,1912,10800,0,482,0,0,12.001511614739405
3504,7,2006,2006,1500,4045,1,286,1070,1,12.415437707935368
4218,8,2005,2006,2482,12665,1,1094,0,1,12.546871224308068
3006,5,1948,1950,1687,57200,0,60,353,1,11.982935344196433
2632,5,1920,2004,1513,6120,0,939,0,1,11.83138646878959
3352,5,1950,1982,1904,7200,0,676,180,1,11.835016210489899
2800,6,1925,1990,1608,6171,1,712,264,1,11.831022768939789
2228,6,1929,1950,1158,6000,0,862,0,1,11.695255355062795
2830,6,2004,2004,1593,7415,0,80,759,1,12.170450649220749
3242,7,2006,2006,1294,6762,1,1286,0,1,12.174994689959313
3703,8,2007,2007,1464,15256,1,556,929,1,12.552930054797935
2822,3,1915,1950,1214,10410,0,672,0,1,11.561725152903833
3722,8,2004,2005,1646,3842,1,221,1373,1,12.524530013005734
1932,5,1972,2007,768,8445,0,112,656,1,11.798111925972618
1666,5,1985,1985,833,8780,0,208,625,1,11.626263078808801
2513,4,1910,1950,1363,7740,0,622,0,1,11.74006900564972
3426,7,1986,1991,2093,20544,0,791,0,1,12.278397958261774
3406,7,2001,2001,1840,12420,1,278,666,1,12.345838935721968
2795,6,1950,2005,1668,9600,0,736,120,1,11.849404844423074
1460,4,1949,1950,1040,7200,0,0,0,0,11.407576060361786
4308,8,2005,2006,1844,10994,1,868,976,1,12.456835254920371
3051,6,1923,2000,1848,13053,1,833,0,1,12.240478903153711
3615,7,2007,2007,1569,3635,1,398,988,1,12.077676615757813
3627,4,1885,1950,2290,11340,0,777,0,1,11.715874472198905
4803,8,1998,1998,2450,16545,1,503,781,1,12.73670383776449
2624,5,1963,1963,1144,9204,0,247,25,1,11.728044909070785
4228,6,1969,1969,1844,16381,1,734,1110,1,12.314931534737134
2900,6,1968,1968,1416,11700,0,304,404,1,12.100161978566867
2578,6,1977,1977,1069,4043,0,709,360,1,11.755879486687116
2116,6,2003,2003,848,4435,1,162,686,1,11.824087219587643
3330,6,1966,1966,2201,19690,1,697,0,1,12.524420916542532
2852,5,1958,1983,1344,9503,0,193,457,1,11.87757552297847
3032,6,1959,1959,1252,10721,1,1252,0,1,11.863589378812122
3875,7,1994,1994,2127,10944,1,223,1000,1,12.509877789891931
2759,5,1945,1950,1558,10930,0,333,580,1,11.849404844423074
1832,5,1940,1992,804,7200,1,278,510,1,11.686887175419702
3347,6,1981,1981,1440,12546,1,762,678,1,12.116700301832573
2942,5,2005,2005,1838,21930,0,732,0,1,12.165984756488543
2356,6,1976,1976,958,4928,0,0,958,1,11.87583791515714
1840,4,1927,2007,968,10800,0,656,0,1,11.07443600653965
3179,6,2000,2000,1792,10261,0,936,0,1,12.136191879981927
2736,5,1977,1977,1126,17400,0,190,936,1,11.982935344196433
3318,6,1962,2005,1537,8400,1,1319,0,1,12.066816325306588
2256,4,1971,1971,864,9000,0,248,616,1,11.699413330633599
4638,8,2008,2008,1932,12444,1,596,1336,1,12.885673487343764
3071,6,1957,1996,1236,7407,0,312,600,1,11.916395250412128
2814,7,1979,1979,1725,11584,0,114,315,1,12.190964083849375
3431,6,1922,1994,2555,11526,0,588,0,1,12.160033942617156
2116,6,2004,2004,848,4426,1,151,697,1,11.913719681428494
3836,10,2008,2008,2007,11003,1,252,765,1,12.644330802262578
2096,6,1916,1950,952,8854,0,952,0,0,11.703554089007538
3470,7,2004,2004,1422,8500,1,1422,0,1,12.098493002763465
1967,6,1966,1966,913,8400,0,0,187,1,11.767575435251748
2688,5,1962,1962,1188,26142,0,595,593,1,11.969723533345908
3866,8,1995,1996,2090,10000,1,141,1079,1,12.388398368982115
2290,4,1910,2000,1346,11767,0,560,0,0,11.626263078808801
1260,5,1970,1970,630,1533,1,77,553,1,11.429554725537322
2688,5,1974,1974,1792,9000,0,896,0,1,11.820417517632333
3991,8,2008,2009,1578,9262,1,1573,0,1,12.567554517655415
2144,5,2005,2005,1072,3675,0,0,547,1,11.884495917930655
2280,5,2006,2006,1140,17217,0,1140,0,1,11.344518647594766
2842,7,2004,2005,1221,7500,1,811,410,1,12.128116509451258
3060,6,1999,2000,1647,7917,0,953,0,1,12.07254696717504
4115,6,1978,1988,2073,13175,0,589,790,1,12.25486757159303
3744,7,1941,2006,2340,9042,1,877,275,1,12.493133274926212
2396,5,1950,1996,1078,9717,1,0,49,1,11.864469267087891
2788,5,1965,1965,1256,9937,0,136,830,1,11.901590234400047
